time flux flux_err timecorr cadenceno centroid_col centroid_row sap_flux sap_flux_err sap_bkg sap_bkg_err pdcsap_flux pdcsap_flux_err quality psf_centr1 psf_centr1_err psf_centr2 psf_centr2_err mom_centr1 mom_centr1_err mom_centr2 mom_centr2_err pos_corr1 pos_corr2
2903.5983241646895 1.0062406e+00 1.3360899e-03 1.9048267e-03 1206822 1296.51109 1558.09255 9.4545273e+03 1.2288532e+01 1.5856295e+03 4.5583405e+00 1.0168070e+04 1.3501203e+01 0 "" "" "" "" 1296.51109 1.0879106e-03 1558.09255 1.0723544e-03 -1.8560313e-02 -3.4368832e-02
2903.5997130575847 1.0037473e+00 1.3325290e-03 1.9048314e-03 1206823 1296.51362 1558.09478 9.4622988e+03 1.2288045e+01 1.5784104e+03 4.5529628e+00 1.0169580e+04 1.3500669e+01 0 "" "" "" "" 1296.51362 1.0874908e-03 1558.09478 1.0712493e-03 -1.7399458e-02 -3.2124497e-02
2903.6011019504813 1.0023240e+00 1.3319746e-03 1.9048360e-03 1206824 1296.51230 1558.08823 9.4517334e+03 1.2288905e+01 1.5856569e+03 4.5607347e+00 1.0160096e+04 1.3501613e+01 0 "" "" "" "" 1296.51230 1.0910064e-03 1558.08823 1.0713420e-03 -2.2820162e-02 -3.8633686e-02
2903.6024908432605 1.0033180e+00 1.3325417e-03 1.9048406e-03 1206825 1296.51541 1558.09581 9.4664014e+03 1.2295636e+01 1.5875986e+03 4.5583200e+00 1.0171412e+04 1.3509008e+01 0 "" "" "" "" 1296.51541 1.0873133e-03 1558.09581 1.0704610e-03 -1.6447978e-02 -2.9699937e-02
2903.6038797361557 1.0038512e+00 1.3328644e-03 1.9048452e-03 1206826 1296.51204 1558.09397 9.4708750e+03 1.2298851e+01 1.5874227e+03 4.5615163e+00 1.0177014e+04 1.3512540e+01 0 "" "" "" "" 1296.51204 1.0879044e-03 1558.09397 1.0700194e-03 -2.1076353e-02 -3.3658303e-02
2903.605268629051 1.0025195e+00 1.3330441e-03 1.9048499e-03 1206827 1296.51158 1558.09277 9.4565264e+03 1.2301041e+01 1.5933868e+03 4.5752382e+00 1.0163952e+04 1.3514946e+01 0 "" "" "" "" 1296.51158 1.0890301e-03 1558.09277 1.0722784e-03 -1.8941944e-02 -3.4358323e-02
2903.6066575219475 1.0054770e+00 1.3338610e-03 1.9048546e-03 1206828 1296.50831 1558.08962 9.4841260e+03 1.2308580e+01 1.5922141e+03 4.5580592e+00 1.0193937e+04 1.3523229e+01 0 "" "" "" "" 1296.50831 1.0867631e-03 1558.08962 1.0706472e-03 -2.1789338e-02 -3.6497544e-02
2903.608046414844 1.0023613e+00 1.3312993e-03 1.9048592e-03 1206829 1296.51192 1558.09001 9.4550352e+03 1.2286032e+01 1.5848975e+03 4.5537395e+00 1.0163251e+04 1.3498455e+01 0 "" "" "" "" 1296.51192 1.0892898e-03 1558.09001 1.0710182e-03 -2.1245567e-02 -3.7166335e-02
2903.609435307739 1.0019424e+00 1.3311380e-03 1.9048639e-03 1206830 1296.50828 1558.09630 9.4566260e+03 1.2284665e+01 1.5829501e+03 4.5536447e+00 1.0159104e+04 1.3496954e+01 0 "" "" "" "" 1296.50828 1.0866656e-03 1558.09630 1.0724559e-03 -2.0661918e-02 -2.9703602e-02
2903.610824200519 1.0023257e+00 1.3314383e-03 1.9048684e-03 1206831 1296.50913 1558.09010 9.4586562e+03 1.2288163e+01 1.5815846e+03 4.5531549e+00 1.0163593e+04 1.3500798e+01 0 "" "" "" "" 1296.50913 1.0887875e-03 1558.09010 1.0699197e-03 -2.0861186e-02 -3.4968905e-02
2903.612213093415 9.9988222e-01 1.3319639e-03 1.9048731e-03 1206832 1296.51660 1558.09761 9.4376396e+03 1.2293613e+01 1.5901458e+03 4.5677233e+00 1.0139310e+04 1.3506784e+01 0 "" "" "" "" 1296.51660 1.0887042e-03 1558.09761 1.0748697e-03 -1.6468028e-02 -2.9127963e-02
2903.613601986311 1.0035822e+00 1.3321489e-03 1.9048777e-03 1206833 1296.51209 1558.09132 9.4697793e+03 1.2295321e+01 1.5814679e+03 4.5504718e+00 1.0176829e+04 1.3508660e+01 0 "" "" "" "" 1296.51209 1.0880305e-03 1558.09132 1.0731426e-03 -2.0388458e-02 -3.3910662e-02
2903.6149908792063 1.0018502e+00 1.3316654e-03 1.9048824e-03 1206834 1296.51114 1558.09428 9.4539199e+03 1.2292200e+01 1.5877863e+03 4.5610147e+00 1.0160375e+04 1.3505233e+01 0 "" "" "" "" 1296.51114 1.0900560e-03 1558.09428 1.0707926e-03 -2.1231309e-02 -3.2099050e-02
2903.616379771985 1.0011343e+00 1.3317313e-03 1.9048869e-03 1206835 1296.50997 1558.09309 9.4483574e+03 1.2295050e+01 1.5863110e+03 4.5698113e+00 1.0154965e+04 1.3508363e+01 0 "" "" "" "" 1296.50997 1.0917045e-03 1558.09309 1.0746393e-03 -2.2440035e-02 -3.2369122e-02
2903.617768664881 1.0044218e+00 1.3326977e-03 1.9048916e-03 1206836 1296.51420 1558.09002 9.4794004e+03 1.2305585e+01 1.5902902e+03 4.5647268e+00 1.0189649e+04 1.3519938e+01 0 "" "" "" "" 1296.51420 1.0850551e-03 1558.09002 1.0712254e-03 -1.3707894e-02 -3.4844756e-02
2903.6191575577773 1.0016352e+00 1.3310971e-03 1.9048962e-03 1206837 1296.51137 1558.09928 9.4537725e+03 1.2292287e+01 1.5921453e+03 4.5615520e+00 1.0162604e+04 1.3505327e+01 0 "" "" "" "" 1296.51137 1.0905791e-03 1558.09928 1.0738929e-03 -2.1709768e-02 -2.7351292e-02
