time flux flux_err timecorr cadenceno centroid_col centroid_row sap_flux sap_flux_err sap_bkg sap_bkg_err pdcsap_flux pdcsap_flux_err quality psf_centr1 psf_centr1_err psf_centr2 psf_centr2_err mom_centr1 mom_centr1_err mom_centr2 mom_centr2_err pos_corr1 pos_corr2
1777.7318535193313 1.0004363e+00 1.3388756e-03 1.5977478e-03 396198 145.36899 756.49334 9.4356113e+03 1.2247744e+01 1.2897711e+03 4.4354916e+00 9.9949023e+03 1.3376096e+01 0 "" "" "" "" 145.36899 1.1606183e-03 756.49334 1.0227212e-03 2.6639744e-03 -1.2653840e-03
1777.73324243486 1.0032114e+00 1.3389321e-03 1.5977750e-03 396199 145.36803 756.49122 9.4137900e+03 1.2249631e+01 1.2903844e+03 4.4446425e+00 1.0023749e+04 1.3378158e+01 0 "" "" "" "" 145.36803 1.1653505e-03 756.49122 1.0250274e-03 -3.4324010e-04 -1.9870754e-03
1777.734631350387 1.0053756e+00 1.3380649e-03 1.5978023e-03 396200 145.37098 756.49295 9.4380830e+03 1.2245667e+01 1.2863917e+03 4.4295335e+00 1.0048631e+04 1.3373828e+01 0 "" "" "" "" 145.37098 1.1607567e-03 756.49295 1.0233289e-03 3.8746125e-03 -1.2434855e-03
1777.736020265914 1.0053689e+00 1.3386226e-03 1.5978295e-03 396201 145.37080 756.49676 9.4329219e+03 1.2251133e+01 1.2817045e+03 4.4245696e+00 1.0048861e+04 1.3379798e+01 0 "" "" "" "" 145.37080 1.1617807e-03 756.49676 1.0250878e-03 9.1908645e-04 2.1017937e-03
1777.737409181441 9.9984884e-01 1.3373094e-03 1.5978568e-03 396202 145.36804 756.49503 9.3885303e+03 1.2240964e+01 1.2945149e+03 4.4582820e+00 9.9951982e+03 1.3368692e+01 0 "" "" "" "" 145.36804 1.1649353e-03 756.49503 1.0281802e-03 4.1839918e-03 -2.2028200e-05
1777.7387980968517 1.0041014e+00 1.3380728e-03 1.5978839e-03 396203 145.37132 756.49602 9.4185039e+03 1.2248189e+01 1.2922462e+03 4.4313545e+00 1.0037903e+04 1.3376583e+01 0 "" "" "" "" 145.37132 1.1638431e-03 756.49602 1.0252413e-03 4.5040608e-03 2.2116485e-03
1777.740187012379 1.0039003e+00 1.3372982e-03 1.5979111e-03 396204 145.36930 756.49890 9.4197881e+03 1.2243963e+01 1.2799154e+03 4.4266715e+00 1.0038242e+04 1.3371968e+01 0 "" "" "" "" 145.36930 1.1635532e-03 756.49890 1.0253733e-03 4.7855061e-03 4.8434678e-03
1777.741575927906 1.0021054e+00 1.3373472e-03 1.5979384e-03 396205 145.37069 756.49554 9.4233379e+03 1.2245074e+01 1.2887560e+03 4.4308996e+00 1.0020835e+04 1.3373180e+01 0 "" "" "" "" 145.37069 1.1627682e-03 756.49554 1.0250148e-03 4.0441286e-03 -1.5523767e-03
1777.7429648434334 1.0054430e+00 1.3377130e-03 1.5979656e-03 396206 145.36857 756.49160 9.4396230e+03 1.2248720e+01 1.2843193e+03 4.4323769e+00 1.0054454e+04 1.3377163e+01 0 "" "" "" "" 145.36857 1.1603961e-03 756.49160 1.0234610e-03 1.2373450e-03 -1.9433897e-03
1777.7443537588447 1.0018477e+00 1.3369195e-03 1.5979927e-03 396207 145.36703 756.49439 9.4068916e+03 1.2242477e+01 1.2944622e+03 4.4386606e+00 1.0019339e+04 1.3370344e+01 0 "" "" "" "" 145.36703 1.1644159e-03 756.49439 1.0266047e-03 -2.0301780e-03 -1.7631612e-03
1777.7457426743724 1.0012143e+00 1.3367287e-03 1.5980200e-03 396208 145.37465 756.49707 9.4127676e+03 1.2240730e+01 1.2837782e+03 4.4307618e+00 1.0013004e+04 1.3368437e+01 0 "" "" "" "" 145.37465 1.1650879e-03 756.49707 1.0245661e-03 7.5731329e-03 4.2735660e-03
1777.7471315898995 1.0043420e+00 1.3374257e-03 1.5980472e-03 396209 145.37083 756.49307 9.4260938e+03 1.2247112e+01 1.2893446e+03 4.4325767e+00 1.0044284e+04 1.3375407e+01 0 "" "" "" "" 145.37083 1.1622180e-03 756.49307 1.0245889e-03 4.1834777e-03 -9.5180076e-05
1777.748520505311 1.0051728e+00 1.3371762e-03 1.5980743e-03 396210 145.37064 756.49300 9.4328076e+03 1.2244826e+01 1.2797257e+03 4.4230957e+00 1.0052593e+04 1.3372910e+01 0 "" "" "" "" 145.37064 1.1626206e-03 756.49300 1.0246607e-03 3.4621644e-03 2.0611270e-03
1777.7499094208388 1.0016712e+00 1.3362058e-03 1.5981016e-03 396211 145.36762 756.49550 9.4134980e+03 1.2235977e+01 1.2840298e+03 4.4272861e+00 1.0017602e+04 1.3363245e+01 0 "" "" "" "" 145.36762 1.1630435e-03 756.49550 1.0257068e-03 3.6176224e-04 -1.4289503e-04
1777.7512983362496 1.0051149e+00 1.3374310e-03 1.5981287e-03 396212 145.37345 756.49881 9.4363984e+03 1.2247314e+01 1.2795812e+03 4.4205122e+00 1.0052140e+04 1.3375628e+01 0 "" "" "" "" 145.37345 1.1636695e-03 756.49881 1.0233157e-03 4.6668830e-03 4.6952018e-03
1777.7526872516603 1.0033594e+00 1.3367237e-03 1.5981558e-03 396213 145.36957 756.49509 9.4202490e+03 1.2241148e+01 1.2830464e+03 4.4320245e+00 1.0034837e+04 1.3368893e+01 0 "" "" "" "" 145.36957 1.1622222e-03 756.49509 1.0258005e-03 3.6884882e-03 -5.4350682e-04
1777.7540761671873 1.0037791e+00 1.3371126e-03 1.5981831e-03 396214 145.36839 756.49471 9.4337676e+03 1.2244711e+01 1.2764775e+03 4.4290628e+00 1.0039035e+04 1.3372784e+01 0 "" "" "" "" 145.36839 1.1634587e-03 756.49471 1.0235851e-03 3.8816419e-04 1.5188643e-03
1777.755465082599 1.0031281e+00 1.3375182e-03 1.5982102e-03 396215 145.37132 756.49779 9.4142793e+03 1.2248670e+01 1.2881194e+03 4.4326262e+00 1.0032724e+04 1.3377107e+01 0 "" "" "" "" 145.37132 1.1649058e-03 756.49779 1.0270939e-03 4.3641329e-03 3.2091411e-03
1777.7568539980102 1.0041379e+00 1.3373323e-03 1.5982373e-03 396216 145.36871 756.49526 9.4296699e+03 1.2247173e+01 1.2893944e+03 4.4315548e+00 1.0042993e+04 1.3375473e+01 0 "" "" "" "" 145.36871 1.1623353e-03 756.49526 1.0229532e-03 1.5916724e-03 1.2239929e-03
1777.7582429134209 1.0036616e+00 1.3372567e-03 1.5982644e-03 396217 145.36664 756.49385 9.4261758e+03 1.2246482e+01 1.2850602e+03 4.4305563e+00 1.0038230e+04 1.3374718e+01 0 "" "" "" "" 145.36664 1.1628135e-03 756.49385 1.0256701e-03 -5.2433588e-05 -1.2584188e-03
1777.7596318289482 1.0050213e+00 1.3376692e-03 1.5982917e-03 396218 145.37294 756.50075 9.4320654e+03 1.2250258e+01 1.2804557e+03 4.4311152e+00 1.0051829e+04 1.3378842e+01 0 "" "" "" "" 145.37294 1.1608463e-03 756.50075 1.0253453e-03 7.3678484e-03 6.5063243e-03
