time flux flux_err timecorr cadenceno centroid_col centroid_row sap_flux sap_flux_err sap_bkg sap_bkg_err pdcsap_flux pdcsap_flux_err quality psf_centr1 psf_centr1_err psf_centr2 psf_centr2_err mom_centr1 mom_centr1_err mom_centr2 mom_centr2_err pos_corr1 pos_corr2
3306.1950425038567 9.9974918e-01 1.3531219e-03 1.5843201e-03 1496692 1295.98390 1294.00435 9.0817178e+03 1.1942322e+01 1.6761354e+03 4.2588310e+00 9.7906963e+03 1.3251329e+01 0 "" "" "" "" 1295.98390 1.1736128e-03 1294.00435 9.7377080e-04 -8.2186708e-04 -1.3665273e-02
3306.1964313682465 1.0021420e+00 1.3537077e-03 1.5842962e-03 1496693 1295.97356 1293.99716 9.0670186e+03 1.1947492e+01 1.6798943e+03 4.2657366e+00 9.8141289e+03 1.3257066e+01 0 "" "" "" "" 1295.97356 1.1783238e-03 1293.99716 9.7672956e-04 -9.3948767e-03 -2.3990763e-02
3306.1992090970252 1.0031718e+00 1.3530835e-03 1.5842485e-03 1496695 1295.98206 1294.00247 9.0723213e+03 1.1941983e+01 1.6746449e+03 4.2639284e+00 9.8242148e+03 1.3250954e+01 0 "" "" "" "" 1295.98206 1.1738531e-03 1294.00247 9.7608374e-04 -1.9306607e-03 -1.5901756e-02
3306.200597961415 1.0036114e+00 1.3537775e-03 1.5842246e-03 1496696 1295.98563 1294.01107 9.0805322e+03 1.1948107e+01 1.6797662e+03 4.2686362e+00 9.8285195e+03 1.3257750e+01 0 "" "" "" "" 1295.98563 1.1734392e-03 1294.01107 9.7347383e-04 1.3133681e-03 -5.9437314e-03
3306.201986825805 1.0002035e+00 1.3529172e-03 1.5842008e-03 1496697 1295.97937 1294.00494 9.0647363e+03 1.1940514e+01 1.6694492e+03 4.2664928e+00 9.7951455e+03 1.3249324e+01 0 "" "" "" "" 1295.97937 1.1756587e-03 1294.00494 9.7493676e-04 -4.9906261e-03 -1.2327004e-02
3306.2033756901938 9.9991453e-01 1.3516445e-03 1.5841769e-03 1496698 1295.98337 1294.00954 9.0439678e+03 1.1929283e+01 1.6806052e+03 4.2650356e+00 9.7923154e+03 1.3236861e+01 0 "" "" "" "" 1295.98337 1.1777498e-03 1294.00954 9.7624160e-04 -6.7707809e-04 -8.5081402e-03
3306.2047645545836 1.0024258e+00 1.3531892e-03 1.5841530e-03 1496699 1295.98139 1294.00585 9.0890693e+03 1.1942916e+01 1.6688893e+03 4.2557807e+00 9.8169082e+03 1.3251988e+01 0 "" "" "" "" 1295.98139 1.1734427e-03 1294.00585 9.7184046e-04 -6.7674043e-03 -1.1142492e-02
3306.2061534189734 1.0024365e+00 1.3536514e-03 1.5841292e-03 1496700 1295.98661 1294.01323 9.0837598e+03 1.1946995e+01 1.6729946e+03 4.2636194e+00 9.8170137e+03 1.3256515e+01 0 "" "" "" "" 1295.98661 1.1742150e-03 1294.01323 9.7165752e-04 1.9351825e-03 -5.1297690e-03
3306.2075422833623 1.0007781e+00 1.3523089e-03 1.5841053e-03 1496701 1295.98097 1294.00991 9.0652129e+03 1.1935146e+01 1.6734497e+03 4.2594876e+00 9.8007725e+03 1.3243367e+01 0 "" "" "" "" 1295.98097 1.1743183e-03 1294.00991 9.7244879e-04 -5.5208672e-03 -7.8350855e-03
3306.208931147752 1.0028419e+00 1.3544071e-03 1.5840814e-03 1496702 1295.98114 1294.00161 9.1117676e+03 1.1953664e+01 1.6683513e+03 4.2567573e+00 9.8209844e+03 1.3263914e+01 0 "" "" "" "" 1295.98114 1.1715904e-03 1294.00161 9.7010750e-04 -6.1741411e-03 -1.6656777e-02
3306.210320012142 1.0016552e+00 1.3526436e-03 1.5840576e-03 1496703 1295.98226 1294.00241 9.0722178e+03 1.1938100e+01 1.6696356e+03 4.2583065e+00 9.8093623e+03 1.3246645e+01 0 "" "" "" "" 1295.98226 1.1733718e-03 1294.00241 9.7465405e-04 -7.4067251e-03 -1.3913562e-02
3306.211708876531 9.9931335e-01 1.3516326e-03 1.5840337e-03 1496704 1295.98473 1294.00596 9.0567637e+03 1.1929177e+01 1.6683845e+03 4.2581196e+00 9.7864277e+03 1.3236745e+01 0 "" "" "" "" 1295.98473 1.1759527e-03 1294.00596 9.7441679e-04 1.0050787e-03 -1.1449751e-02
3306.2130977409206 1.0018661e+00 1.3532585e-03 1.5840098e-03 1496705 1295.98006 1294.01187 9.0763457e+03 1.1943527e+01 1.6734130e+03 4.2619357e+00 9.8114277e+03 1.3252666e+01 0 "" "" "" "" 1295.98006 1.1740568e-03 1294.01187 9.7256090e-04 -5.7693683e-03 -4.8551485e-03
