time flux flux_err timecorr cadenceno centroid_col centroid_row sap_flux sap_flux_err sap_bkg sap_bkg_err pdcsap_flux pdcsap_flux_err quality psf_centr1 psf_centr1_err psf_centr2 psf_centr2_err mom_centr1 mom_centr1_err mom_centr2 mom_centr2_err pos_corr1 pos_corr2
2889.637129930626 9.8912835e-01 1.3298943e-03 1.8151728e-03 1196770 1296.52704 1558.15546 9.2960537e+03 1.2207662e+01 1.5675720e+03 4.5383639e+00 9.9756338e+03 1.3412353e+01 0 "" "" "" "" 1296.52704 1.0957668e-03 1558.15546 1.0862697e-03 -5.9448252e-03 4.0152837e-02
2889.6385188345807 9.8823082e-01 1.3294119e-03 1.8151886e-03 1196771 1296.52536 1558.15440 9.2903379e+03 1.2203236e+01 1.5607640e+03 4.5390897e+00 9.9665820e+03 1.3407488e+01 0 "" "" "" "" 1296.52536 1.0969187e-03 1558.15440 1.0882913e-03 -6.3048732e-03 3.7882790e-02
2889.6399077385363 9.8824131e-01 1.3294569e-03 1.8152043e-03 1196772 1296.52555 1558.15736 9.2914922e+03 1.2203649e+01 1.5688571e+03 4.5435195e+00 9.9666875e+03 1.3407942e+01 0 "" "" "" "" 1296.52555 1.0957650e-03 1558.15736 1.0861502e-03 -4.6635955e-03 4.2930622e-02
2889.641296642492 9.9093270e-01 1.3299007e-03 1.8152200e-03 1196773 1296.52692 1558.15464 9.3174092e+03 1.2207723e+01 1.5592893e+03 4.5351396e+00 9.9938311e+03 1.3412417e+01 0 "" "" "" "" 1296.52692 1.0930198e-03 1558.15464 1.0832879e-03 -5.4367417e-03 3.9444450e-02
2889.642685546331 9.8930430e-01 1.3295870e-03 1.8152356e-03 1196774 1296.52834 1558.15793 9.3017197e+03 1.2204842e+01 1.5636464e+03 4.5400782e+00 9.9774082e+03 1.3409253e+01 0 "" "" "" "" 1296.52834 1.0974719e-03 1558.15793 1.0852998e-03 -3.4720087e-03 4.3174326e-02
2889.6440744502866 9.9235928e-01 1.3299185e-03 1.8152513e-03 1196775 1296.52647 1558.15617 9.3270215e+03 1.2207884e+01 1.5532275e+03 4.5320935e+00 1.0008219e+04 1.3412597e+01 0 "" "" "" "" 1296.52647 1.0939226e-03 1558.15617 1.0828314e-03 -6.3400157e-03 4.1593455e-02
2889.645463354241 9.8883301e-01 1.3296172e-03 1.8152670e-03 1196776 1296.52625 1558.15862 9.2963340e+03 1.2205120e+01 1.5654923e+03 4.5478067e+00 9.9726553e+03 1.3409558e+01 0 "" "" "" "" 1296.52625 1.0950749e-03 1558.15862 1.0859559e-03 -6.1606825e-03 4.2170983e-02
2889.6468522580803 9.9097925e-01 1.3303083e-03 1.8152826e-03 1196777 1296.52712 1558.15358 9.3148477e+03 1.2211462e+01 1.5636864e+03 4.5368919e+00 9.9943008e+03 1.3416528e+01 0 "" "" "" "" 1296.52712 1.0939474e-03 1558.15358 1.0847956e-03 -4.4167107e-03 3.7470616e-02
2889.648241162036 9.8930854e-01 1.3295722e-03 1.8152983e-03 1196778 1296.52955 1558.16008 9.3049219e+03 1.2204706e+01 1.5584872e+03 4.5347967e+00 9.9774512e+03 1.3409104e+01 0 "" "" "" "" 1296.52955 1.0958157e-03 1558.16008 1.0850806e-03 -1.5814290e-03 4.2979762e-02
2889.649630065991 9.9039328e-01 1.3302077e-03 1.8153141e-03 1196779 1296.52584 1558.15698 9.3130488e+03 1.2210539e+01 1.5624573e+03 4.5454087e+00 9.9883906e+03 1.3415513e+01 0 "" "" "" "" 1296.52584 1.0930864e-03 1558.15698 1.0838024e-03 -5.2349889e-03 4.1973315e-02
2889.651018969945 9.9255961e-01 1.3300247e-03 1.8153298e-03 1196780 1296.52706 1558.15371 9.3309551e+03 1.2208858e+01 1.5539438e+03 4.5268292e+00 1.0010239e+04 1.3413668e+01 0 "" "" "" "" 1296.52706 1.0940376e-03 1558.15371 1.0812972e-03 -4.8330561e-03 3.8902864e-02
2889.6524078737843 9.9150509e-01 1.3304952e-03 1.8153454e-03 1196781 1296.52866 1558.15754 9.3220869e+03 1.2213180e+01 1.5649114e+03 4.5354476e+00 9.9996035e+03 1.3418413e+01 0 "" "" "" "" 1296.52866 1.0934620e-03 1558.15754 1.0839688e-03 -3.5784796e-03 4.2746540e-02
2889.653796777739 9.8979908e-01 1.3295985e-03 1.8153611e-03 1196782 1296.52796 1558.15911 9.3067305e+03 1.2204947e+01 1.5600931e+03 4.5331111e+00 9.9823984e+03 1.3409369e+01 0 "" "" "" "" 1296.52796 1.0944234e-03 1558.15911 1.0855489e-03 -4.0096543e-03 4.4271022e-02
2889.6551856816945 9.8879629e-01 1.3292653e-03 1.8153768e-03 1196783 1296.52990 1558.16064 9.2947676e+03 1.2201890e+01 1.5671871e+03 4.5369744e+00 9.9722852e+03 1.3406010e+01 0 "" "" "" "" 1296.52990 1.0952034e-03 1558.16064 1.0859709e-03 -1.0233732e-03 4.4410340e-02
2889.6565745855337 9.8884171e-01 1.3292542e-03 1.8153924e-03 1196784 1296.52462 1558.15361 9.2976094e+03 1.2201787e+01 1.5685649e+03 4.5363603e+00 9.9727432e+03 1.3405897e+01 0 "" "" "" "" 1296.52462 1.0968652e-03 1558.15361 1.0848825e-03 -8.3393380e-03 3.6099747e-02
2889.6579634894892 9.9057657e-01 1.3292648e-03 1.8154081e-03 1196785 1296.52429 1558.15639 9.3124141e+03 1.2201884e+01 1.5581775e+03 4.5269275e+00 9.9902393e+03 1.3406005e+01 0 "" "" "" "" 1296.52429 1.0926386e-03 1558.15639 1.0835313e-03 -6.2145754e-03 4.0861674e-02
