time flux flux_err timecorr cadenceno centroid_col centroid_row sap_flux sap_flux_err sap_bkg sap_bkg_err pdcsap_flux pdcsap_flux_err quality psf_centr1 psf_centr1_err psf_centr2 psf_centr2_err mom_centr1 mom_centr1_err mom_centr2 mom_centr2_err pos_corr1 pos_corr2
3459.3729046145645 "" 1.3506288e-03 -1.9763573e-03 1606982 703.85061 319.80691 8.7568643e+03 1.1551010e+01 1.7891473e+03 3.5253015e+00 9.7497021e+03 1.3088490e+01 0 "" "" "" "" 703.85061 8.6360739e-04 319.80691 1.0293731e-03 1.7789060e-02 3.6470465e-02
3459.374293508858 "" 1.3498681e-03 -1.9763513e-03 1606983 703.84446 319.80427 8.7526709e+03 1.1544504e+01 1.7873877e+03 3.5201905e+00 9.7439297e+03 1.3081119e+01 0 "" "" "" "" 703.84446 8.6398545e-04 319.80427 1.0293708e-03 1.1119445e-02 3.3603597e-02
3459.3756824029197 1.0039189e+00 1.3499353e-03 -1.9763454e-03 1606984 703.85003 319.80279 8.7426748e+03 1.1545080e+01 1.7944454e+03 3.5268893e+00 9.7286406e+03 1.3081770e+01 0 "" "" "" "" 703.85003 8.6466951e-04 319.80279 1.0308773e-03 1.6656775e-02 3.3018727e-02
3459.3770712969817 1.0033311e+00 1.3492343e-03 -1.9763396e-03 1606985 703.85583 319.81646 8.7221602e+03 1.1539084e+01 1.7956984e+03 3.5309107e+00 9.7229443e+03 1.3074976e+01 0 "" "" "" "" 703.85583 8.6500420e-04 319.81646 1.0336919e-03 2.3349943e-02 4.6364475e-02
3459.378460191042 "" 1.3512069e-03 -1.9763338e-03 1606986 703.84951 319.81370 8.7590742e+03 1.1555955e+01 1.7943292e+03 3.5290062e+00 9.7529629e+03 1.3094092e+01 0 "" "" "" "" 703.84951 8.6319493e-04 319.81370 1.0273650e-03 1.7536761e-02 4.2482194e-02
3459.379849085103 1.0043752e+00 1.3503635e-03 -1.9763280e-03 1606987 703.84991 319.80586 8.7446289e+03 1.1548741e+01 1.7946313e+03 3.5273097e+00 9.7330625e+03 1.3085919e+01 0 "" "" "" "" 703.84991 8.6472661e-04 319.80586 1.0300009e-03 1.7964376e-02 3.4911677e-02
3459.381237979398 "" 1.3498854e-03 -1.9763219e-03 1606988 703.85084 319.80714 8.7517529e+03 1.1544652e+01 1.7853401e+03 3.5190330e+00 9.7473477e+03 1.3081285e+01 0 "" "" "" "" 703.85084 8.6339319e-04 319.80714 1.0285989e-03 1.6351035e-02 3.5676219e-02
3459.3826268734592 1.0035826e+00 1.3501360e-03 -1.9763161e-03 1606989 703.84685 319.80911 8.7344199e+03 1.1546796e+01 1.8000660e+03 3.5300312e+00 9.7253818e+03 1.3083714e+01 0 "" "" "" "" 703.84685 8.6456467e-04 319.80911 1.0314102e-03 1.4401021e-02 3.6139179e-02
3459.3840157675204 1.0048022e+00 1.3509226e-03 -1.9763103e-03 1606990 703.85496 319.81955 8.7474990e+03 1.1553523e+01 1.8014493e+03 3.5318711e+00 9.7372012e+03 1.3091337e+01 0 "" "" "" "" 703.85496 8.6380576e-04 319.81955 1.0297833e-03 2.4181660e-02 4.8335131e-02
3459.3854046615816 1.0034091e+00 1.3495988e-03 -1.9763045e-03 1606991 703.85103 319.80390 8.7296143e+03 1.1542201e+01 1.8015089e+03 3.5291739e+00 9.7237012e+03 1.3078508e+01 0 "" "" "" "" 703.85103 8.6646969e-04 319.80390 1.0321088e-03 1.7303564e-02 3.1605735e-02
3459.3867935558756 "" 1.3514906e-03 -1.9762984e-03 1606992 703.84990 319.81061 8.7680771e+03 1.1558381e+01 1.7948015e+03 3.5284052e+00 9.7747188e+03 1.3096842e+01 0 "" "" "" "" 703.84990 8.6529623e-04 319.81061 1.0290238e-03 1.3960469e-02 3.8800661e-02
3459.3881824499376 "" 1.3515673e-03 -1.9762926e-03 1606993 703.84917 319.80724 8.7591162e+03 1.1559036e+01 1.8005598e+03 3.5323403e+00 9.7469102e+03 1.3097585e+01 0 "" "" "" "" 703.84917 8.6375850e-04 319.80724 1.0288010e-03 1.6085567e-02 3.5599224e-02
3459.389571343999 1.0055348e+00 1.3503092e-03 -1.9762868e-03 1606994 703.84701 319.80620 8.7471240e+03 1.1548277e+01 1.7949417e+03 3.5307846e+00 9.7442998e+03 1.3085393e+01 0 "" "" "" "" 703.84701 8.6458743e-04 319.80620 1.0315716e-03 1.3517162e-02 3.5076462e-02
3459.39096023806 1.0047479e+00 1.3493848e-03 -1.9762809e-03 1606995 703.85059 319.80640 8.7304873e+03 1.1540373e+01 1.7951989e+03 3.5307784e+00 9.7366738e+03 1.3076435e+01 0 "" "" "" "" 703.85059 8.6584821e-04 319.80640 1.0326460e-03 1.6784882e-02 3.3340756e-02
3459.3923491323544 "" 1.3511825e-03 -1.9762749e-03 1606996 703.84827 319.80456 8.7601982e+03 1.1555745e+01 1.7953380e+03 3.5267043e+00 9.7580137e+03 1.3093856e+01 0 "" "" "" "" 703.84827 8.6359994e-04 319.80456 1.0291116e-03 1.6072579e-02 3.3484314e-02
3459.3937380264156 1.0042776e+00 1.3504599e-03 -1.9762691e-03 1606997 703.85436 319.81121 8.7314746e+03 1.1549566e+01 1.8062026e+03 3.5341241e+00 9.7321162e+03 1.3086853e+01 0 "" "" "" "" 703.85436 8.6600700e-04 319.81121 1.0338445e-03 2.0792088e-02 4.0393561e-02
3459.3951269204767 1.0043304e+00 1.3501949e-03 -1.9762632e-03 1606998 703.84921 319.80802 8.7287129e+03 1.1547299e+01 1.8024169e+03 3.5362344e+00 9.7326289e+03 1.3084285e+01 0 "" "" "" "" 703.84921 8.6659956e-04 319.80802 1.0337450e-03 1.5641153e-02 3.5607196e-02
