time flux flux_err timecorr cadenceno centroid_col centroid_row sap_flux sap_flux_err sap_bkg sap_bkg_err pdcsap_flux pdcsap_flux_err quality psf_centr1 psf_centr1_err psf_centr2 psf_centr2_err mom_centr1 mom_centr1_err mom_centr2 mom_centr2_err pos_corr1 pos_corr2
1996.9157126242385 1.0013505e+00 1.4651919e-03 -1.9538291e-03 554013 187.50105 114.41709 8.6110869e+03 1.2372264e+01 1.4466342e+03 4.3965468e+00 9.6236094e+03 1.4081417e+01 0 "" "" "" "" 187.50105 9.5349393e-04 114.41709 1.0995500e-03 1.1431063e-03 -6.8157678e-03
1996.9171015155216 1.0004691e+00 1.4637300e-03 -1.9538261e-03 554014 187.49742 114.41573 8.5898389e+03 1.2359921e+01 1.4517047e+03 4.3811822e+00 9.6151377e+03 1.4067368e+01 0 "" "" "" "" 187.49742 9.5697481e-04 114.41573 1.1033706e-03 -4.7595454e-03 -9.2595546e-03
1996.918490406572 9.9982148e-01 1.4655375e-03 -1.9538233e-03 554015 187.50252 114.42446 8.5918682e+03 1.2375182e+01 1.4550387e+03 4.4087830e+00 9.6089141e+03 1.4084739e+01 0 "" "" "" "" 187.50252 9.5512177e-04 114.42446 1.1034439e-03 5.8487980e-03 -2.8550468e-04
1996.919879297855 9.9905366e-01 1.4659615e-03 -1.9538202e-03 554016 187.50016 114.41795 8.5829102e+03 1.2378762e+01 1.4598219e+03 4.4140520e+00 9.6015352e+03 1.4088813e+01 0 "" "" "" "" 187.50016 9.5794658e-04 114.41795 1.1038559e-03 -1.7466730e-03 -5.8138077e-03
1996.9212681891381 9.9796081e-01 1.4642085e-03 -1.9538172e-03 554017 187.50329 114.42080 8.5778271e+03 1.2363959e+01 1.4639257e+03 4.3780394e+00 9.5910322e+03 1.4071965e+01 0 "" "" "" "" 187.50329 9.5716660e-04 114.42080 1.1045458e-03 4.1744960e-03 -4.8506330e-03
1996.9226570801889 9.9993581e-01 1.4669716e-03 -1.9538144e-03 554018 187.50666 114.43014 8.5940586e+03 1.2387293e+01 1.4746213e+03 4.4043980e+00 9.6100127e+03 1.4098521e+01 0 "" "" "" "" 187.50666 9.5651427e-04 114.43014 1.1059843e-03 8.1860116e-03 5.9688166e-03
1996.9240459714729 1.0014286e+00 1.4665497e-03 -1.9538114e-03 554019 187.49973 114.41457 8.6047773e+03 1.2383730e+01 1.4694307e+03 4.3968167e+00 9.6243594e+03 1.4094466e+01 0 "" "" "" "" 187.49973 9.5879356e-04 114.41457 1.1006112e-03 9.2003617e-04 -8.2200542e-03
1996.925434862756 9.9835420e-01 1.4681767e-03 -1.9538084e-03 554020 187.49677 114.41716 8.5813359e+03 1.2397469e+01 1.4801232e+03 4.4018207e+00 9.5948125e+03 1.4110103e+01 0 "" "" "" "" 187.49677 9.5939328e-04 114.41716 1.1078860e-03 -1.9613730e-03 -7.4739042e-03
1996.926823754039 9.9937987e-01 1.4681512e-03 -1.9538053e-03 554021 187.50007 114.42055 8.5909170e+03 1.2397254e+01 1.4844866e+03 4.4168663e+00 9.6046699e+03 1.4109859e+01 0 "" "" "" "" 187.50007 9.5862924e-04 114.42055 1.1062329e-03 1.0028757e-03 -3.2380749e-03
1996.9282126450898 1.0002940e+00 1.4679685e-03 -1.9538025e-03 554022 187.50258 114.41901 8.5968281e+03 1.2395710e+01 1.4851893e+03 4.4282055e+00 9.6134551e+03 1.4108102e+01 0 "" "" "" "" 187.50258 9.5595664e-04 114.41901 1.1043220e-03 4.8078950e-03 -3.1704425e-03
